Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties
CHEMBL2442245,,0,429.83,1,6.21,4,Oc1c(C(Nc2ccccn2)c2cccc(C(F)(F)F)c2)cc(Cl)c2cccnc12,IC50,'>',25000,nM,,,,UO_0000065,,,,,FALSE,CHEMBL2445382,Inhibition of human GST-tagged Mcl1 expressed in Escherichia coli BL21 using FITC-AHA-MRPEIWIAQELRRIGDEFNA-[NH2] after 20 mins by fluorescence polarization assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL2439986,1,Scientific Literature,Bioorg. Med. Chem.,2013,None,
CHEMBL3298856,,0,366.46,0,3.4,6,O=C(O)C1=C[C@@H](O)[C@@H]2C[C@H]3[C@H](CCCc4ccc(O)cc4)[C@H]4C=C[C@@H]1[C@@H]2[C@@H]34,Inhibition,'=',0,%,,,,UO_0000187,,,,,FALSE,CHEMBL3362965,Displacement of fluorescein-labeled BID from His-tagged MCL-1 (unknown origin) at 100 uM after 1 hr by fluorescence polarization assay relative to control,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL3297727,1,Scientific Literature,J. Nat. Prod.,2014,None,
CHEMBL3356484,,0,482.6,1,5.67,5d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1269072,,0,642.62,2,5.45,7,CC1=C(C2=C(C)C(=O)c3c(cc(O)c(O)c3C(=O)Cc3ccccc3)C2=O)C(=O)c2cc(O)c(O)c(C(=O)Cc3ccccc3)c2C1=O,Ki,'=',230,nM,6.64,,,UO_0000065,10.33,0.19,1.19,3.62,FALSE,CHEMBL1273519,Displacement of F-BakBH3 from Mcl-1 after 30 mins by fluorescence polarization assay,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1269007,1,Scientific Literature,J. Med. Chem.,2010,None,
CHEMBL4529727,,0,746.84,3,5.47,7,O=C(NS(=O)(=O)c1ccc(N[C@H](CCN2CCOCC2)CSc2ccccc2)c([N+](=O)[O-])c1)c1ccc(-c2ccc(F)cc2)c(S(=O)(=O)F)c1,IC50,'>',8700,nM,,,,UO_0000065,,,,,FALSE,CHEMBL4409527,Inhibition of recombinant human C-terminal 6xHis-tagged Mcl-1 (E171 ti G327) expressed in Escherichia coli using biotin-labeled BIM peptide as substrate incubated for 120 to 180 mins by TR-FRET assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4406861,1,Scientific Literature,Bioorg Med Chem Lett,2019,None,
CHEMBL3126115,,0,767.34,2,7.36,6,CC(C)Nc1ccc(S(=O)(=O)NC(=O)c2ccc(N3CCN(CC4=C(c5ccc(Cl)cc5)CCC(C)(C)C4)CC3)cc2)cc1S(=O)(=O)C(F)(F)F,IC50,'>',100000,nM,,,,UO_0000065,,,,,FALSE,CHEMBL3132073,Displacement of FITC-Bid from GST-tagged human Mcl-1 expressed in Escherichia coli after 2 hrs by TR-FRET assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL3124878,1,Scientific Literature,J. Med. Chem.,2013,None,
CHEMBL1455634,,0,438.42,0,1.97,SID17385979,Nn1c(SCC(=O)NC(=O)NCc2ccco2)nnc1-c1ccc(OC(F)F)cc1,IC50,'=',9191.07,nM,5.04,,Active,UO_0000065,,,,,FALSE,CHEMBL1614529,PUBCHEM_BIOASSAY: Dose Response Confirmation for Mcl-1/Noxa Interaction Inhibitors. (Class of assay: confirmatory) [Related pubchem assays: 1022 (Primary screen preceding this dose-response assay.)],F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,
CHEMBL1532268,,0,392.44,0,3.38,SID24803139,COc1cc(/C=C2/C(=N)N3N=C(c4ccc(C)cc4)SC3=NC2=O)ccc1O,IC50,'=',3262.59,nM,5.49,,Active,UO_0000065,,,,,FALSE,CHEMBL1614529,PUBCHEM_BIOASSAY: Dose Response Confirmation for Mcl-1/Noxa Interaction Inhibitors. (Class of assay: confirmatory) [Related pubchem assays: 1022 (Primary screen preceding this dose-response assay.)],F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,
CHEMBL1606329,,0,392.39,0,2.27,SID17504978,Cc1cc(C(F)F)n2nc(C(=O)Nc3sc4c(c3C(N)=O)CCC4)nc2n1,IC50,'=',39999.97,nM,4.4,,Active,UO_0000065,,,,,FALSE,CHEMBL1614529,PUBCHEM_BIOASSAY: Dose Response Confirmation for Mcl-1/Noxa Interaction Inhibitors. (Class of assay: confirmatory) [Related pubchem assays: 1022 (Primary screen preceding this dose-response assay.)],F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,
CHEMBL1572262,,0,355.42,0,1.84,SID4242080,O=C(Cn1c(=O)n(-c2ccccc2)c(=O)c2sccc21)N1CCCC1,IC50,'=',11550.24,nM,4.94,,Not Active,UO_0000065,,,,,FALSE,CHEMBL1614529,PUBCHEM_BIOASSAY: Dose Response Confirmation for Mcl-1/Noxa Interaction Inhibitors. (Class of assay: confirmatory) [Related pubchem assays: 1022 (Primary screen preceding this dose-response assay.)],F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,
CHEMBL1384399,,0,325.8,0,4.41,SID14742269,O=C(Nc1ccc(Cl)cc1)N1CCc2[nH]c3ccccc3c2C1,IC50,'=',2316.98,nM,5.63,,Not Active,UO_0000065,,,,,FALSE,CHEMBL1614529,PUBCHEM_BIOASSAY: Dose Response Confirmation for Mcl-1/Noxa Interaction Inhibitors. (Class of assay: confirmatory) [Related pubchem assays: 1022 (Primary screen preceding this dose-response assay.)],F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,
CHEMBL1319129,,0,344.44,0,2.96,SID56323176,COc1ccc(NC(=O)CN(C)C(=O)c2cc3c(s2)CCC3)cc1,IC50,'=',7310,nM,5.14,,Active,UO_0000065,14.91,0.29,2.18,8.76,FALSE,CHEMBL1614321,PUBCHEM_BIOASSAY: Fluorescence polarization-based biochemical high throughput dose response assay for inhibitors of myeloid cell leukemia sequence 1 (MCL1) interactions with BIM-BH3 peptide. (Class of assay: confirmatory) [Related pubchem assays: 2090 (Summary AID.),,,,,,,,,,,,,,,,,,,,,,
CHEMBL1824802,,0,443.52,1,5.05,7c,O=C(NS(=O)(=O)c1ccc(COc2ccccc2)cc1)c1ccccc1-c1ccccc1,IC50,'>',1000000,nM,,Outside typical range,,UO_0000065,,,,,FALSE,CHEMBL1825443,Displacement of FITC labeled Bak BH3 peptide from Mcl-1 after 2 mins by Fluorescence Polarization assay,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1821700,1,Scientific Literature,J. Med. Chem.,2011,None,
CHEMBL3883565,,0,2601.01,None,None,2,C=CC(=O)NC[C@H](NC(=O)[C@@H](NC(C)=O)[C@@H](C)CC)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@]1(C)CCCC=CCCC[C@@](C)(C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O)NC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@H]([C@@H](C)CC)NC1=O)[C@@H](C)CC,Activity,,,,,Potential missing data,,,,,,,FALSE,CHEMBL3877064,Binding affinity to Mcl1 BH3 binding site (unknown origin) at 10 uM measured after 5 hrs by SDS-PAGE analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL3875227,1,Scientific Literature,ACS Med Chem Lett,2017,None,
CHEMBL4637044,,0,284.4,0,4.94,(-)-1,CC(C)=CCCC1=CC[C@@H](C(=O)O)[C@H](c2ccccc2)C1,Ki,'=',8600,nM,5.07,,,UO_0000065,17.81,0.33,0.13,13.58,FALSE,CHEMBL4617558,Inhibition of Mcl-1 (unknown origin)/Bid interaction preincubated for 5 mins followed by fluorescein-labeled peptide addition and measured after 10 mins by fluorescein-labeled peptide displacement based fluorescence polarization assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4616621,1,Scientific Literature,Bioorg Med Chem Lett,2020,None,
CHEMBL4635645,,0,327.47,0,4.87,(-)-2,CON(C)C(=O)[C@@H]1CC=C(CCC=C(C)C)C[C@H]1c1ccccc1,Ki,'>',33000,nM,,,,UO_0000065,,,,,FALSE,CHEMBL4617558,Inhibition of Mcl-1 (unknown origin)/Bid interaction preincubated for 5 mins followed by fluorescein-labeled peptide addition and measured after 10 mins by fluorescein-labeled peptide displacement based fluorescence polarization assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4616621,1,Scientific Literature,Bioorg Med Chem Lett,2020,None,
CHEMBL313244,4-METHYLESCULETIN,0,192.17,0,1.51,2,Cc1cc(=O)oc2cc(O)c(O)cc12,Ki,'=',1190,nM,5.92,,,,30.83,0.58,4.41,8.38,FALSE,CHEMBL4705995,Displacement of FAM-Bid peptide from recombinant N-terminal His6x-tagged human Mcl-1 expressed in Escherichia coli BL21 (DE3) incubated for 30 mins by fluorescence polarization assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4699656,1,Scientific Literature,Bioorg Med Chem,2021,None,TIME = 0.5 hr
CHEMBL4787755,,0,226.62,0,1.94,5,O=c1cc(CCl)c2cc(O)c(O)cc2o1,IC50,'=',5820,nM,5.24,,,,23.1,0.48,3.3,7.41,FALSE,CHEMBL4705995,Displacement of FAM-Bid peptide from recombinant N-terminal His6x-tagged human Mcl-1 expressed in Escherichia coli BL21 (DE3) incubated for 30 mins by fluorescence polarization assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4699656,1,Scientific Literature,Bioorg Med Chem,2021,None,TIME = 0.5 hr
CHEMBL4740246,,0,249.27,0,1.57,14,Cc1cc(=O)oc2c(CN(C)C)c(O)c(O)cc12,IC50,'=',7390,nM,5.13,,,,20.59,0.39,3.56,6.94,FALSE,CHEMBL4705995,Displacement of FAM-Bid peptide from recombinant N-terminal His6x-tagged human Mcl-1 expressed in Escherichia coli BL21 (DE3) incubated for 30 mins by fluorescence polarization assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4699656,1,Scientific Literature,Bioorg Med Chem,2021,None,TIME = 0.5 hr
CHEMBL4748351,,0,317.39,0,4.29,11,CCOCCn1c2ccccc2c2ccnc(-c3ccccn3)c21,IC50,'>',10000,nM,,,,,,,,,FALSE,CHEMBL4729291,Inhibition of biotinylated Bim peptide (81 to 106 residues) binding to His-tagged Mcl-1 (171 to 327 residues) (unknown origin) expressed in Escherichia coli BL21 (DE3) cells preincubated for 1 hr followed by biotinylated Bim peptide addition measured after 2 hrs by ELISA,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4725364,1,Scientific Literature,J Med Chem,2020,None,TIME = 3.0 hr
CHEMBL4757985,,0,222.2,0,1,28,COc1ccc2c(CO)cc(=O)oc2c1O,Ki,'=',7150,nM,5.15,,,,23.16,0.44,4.15,6.44,FALSE,CHEMBL4705995,Displacement of FAM-Bid peptide from recombinant N-terminal His6x-tagged human Mcl-1 expressed in Escherichia coli BL21 (DE3) incubated for 30 mins by fluorescence polarization assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4699656,1,Scientific Literature,Bioorg Med Chem,2021,None,TIME = 0.5 hr
CHEMBL4783123,,0,291.3,0,1.16,12,O=c1ccc2c(CN3CCC(O)CC3)c(O)c(O)cc2o1,IC50,'=',14690,nM,4.83,,,,16.59,0.31,3.67,5.13,FALSE,CHEMBL4705995,Displacement of FAM-Bid peptide from recombinant N-terminal His6x-tagged human Mcl-1 expressed in Escherichia coli BL21 (DE3) incubated for 30 mins by fluorescence polarization assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4699656,1,Scientific Literature,Bioorg Med Chem,2021,None,TIME = 0.5 hr
CHEMBL51483,GOSSYPOL,3,518.56,3,6.38,SID90341416,Cc1cc2c(C(C)C)c(O)c(O)c(C=O)c2c(O)c1-c1c(C)cc2c(C(C)C)c(O)c(O)c(C=O)c2c1O,Inhibition,,,%,,,Dose-dependent effect,,,,,,FALSE,CHEMBL3817394,Binding affinity to PEST and transmembrane regions lacking N-terminal His6/MBP-tagged human MCl1 (172 to 327 residues) expressed in Escherichia coli Rosetta2(2DE3) pLysS cells assesed as inhibition of protein interaction with carboxyfluorescein-labeled 26-mer Noxa peptide by fluorescence polarization assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL3813679,1,Scientific Literature,J. Med. Chem.,2016,None,
CHEMBL3814421,,0,306.72,0,4.09,D3,COc1ccc(C(=O)/C=C/c2cc(F)c(O)c(Cl)c2)cc1,Ki,'=',7000,nM,5.16,,,UO_0000065,16.81,0.34,1.06,11.08,FALSE,CHEMBL3817394,Binding affinity to PEST and transmembrane regions lacking N-terminal His6/MBP-tagged human MCl1 (172 to 327 residues) expressed in Escherichia coli Rosetta2(2DE3) pLysS cells assesed as inhibition of protein interaction with carboxyfluorescein-labeled 26-mer Noxa peptide by fluorescence polarization assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL3813679,1,Scientific Literature,J. Med. Chem.,2016,None,
CHEMBL3813974,,0,451.53,0,4.79,M1; ZINC 02098378,Cc1c(/C=N/N2C=Nc3c([nH]c4ccccc34)C2)c(=O)oc2c3c4c(cc12)CCCN4CCC3,Ki,'=',1000,nM,6,,,UO_0000065,13.29,0.24,1.21,7.77,FALSE,CHEMBL3817394,Binding affinity to PEST and transmembrane regions lacking N-terminal His6/MBP-tagged human MCl1 (172 to 327 residues) expressed in Escherichia coli Rosetta2(2DE3) pLysS cells assesed as inhibition of protein interaction with carboxyfluorescein-labeled 26-mer Noxa peptide by fluorescence polarization assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL3813679,1,Scientific Literature,J. Med. Chem.,2016,None,
CHEMBL3926300,,0,939.87,2,9.29,30,CC(C)(C)OC(=O)N1C[C@@H](Oc2ccc(-c3ccc(Cl)cc3)cc2)C[C@H]1C(=O)N[C@@H](Cc1ccc(OCc2ccc3ccccc3c2)cc1)C(=O)NS(=O)(=O)c1ccc(Cl)c([N+](=O)[O-])c1,Ki,'>',10000,nM,,,,UO_0000065,,,,,FALSE,CHEMBL3871748,Inhibition of 5-FAM-QEDIIRNIARHLAQVGDSMDRSIPPG binding to Mcl-1 (unknown origin) preincubated for 30 mins followed by FAM-labeled peptide addition measured after 20 mins by fluorescence polarization assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL3871281,1,Scientific Literature,Bioorg Med Chem,2017,None,
CHEMBL3928678,,0,835.38,2,7.25,22,Cc1ccc(-c2ccc(O[C@H]3C[C@@H](C(=O)N[C@@H](Cc4ccc(OCC(C)C)cc4)C(=O)NS(=O)(=O)c4ccc(Cl)c([N+](=O)[O-])c4)N(C(=O)OC(C)(C)C)C3)cc2)cc1,Ki,'=',710,nM,6.15,,,UO_0000065,7.36,0.14,-1.1,3.35,FALSE,CHEMBL3871748,Inhibition of 5-FAM-QEDIIRNIARHLAQVGDSMDRSIPPG binding to Mcl-1 (unknown origin) preincubated for 30 mins followed by FAM-labeled peptide addition measured after 20 mins by fluorescence polarization assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL3871281,1,Scientific Literature,Bioorg Med Chem,2017,None,
CHEMBL3893523,,0,841.77,2,7.35,17,CCCOc1ccc(C[C@H](NC(=O)[C@@H]2C[C@H](Oc3ccc(-c4ccc(Cl)cc4)cc3)CN2C(=O)OC(C)(C)C)C(=O)NS(=O)(=O)c2ccc(Cl)c([N+](=O)[O-])c2)cc1,Ki,'=',720,nM,6.14,,,UO_0000065,7.3,0.15,-1.21,3.35,FALSE,CHEMBL3871748,Inhibition of 5-FAM-QEDIIRNIARHLAQVGDSMDRSIPPG binding to Mcl-1 (unknown origin) preincubated for 30 mins followed by FAM-labeled peptide addition measured after 20 mins by fluorescence polarization assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL3871281,1,Scientific Literature,Bioorg Med Chem,2017,None,
CHEMBL3980936,,0,728.02,2,5.02,48,O=C(N[C@@H](Cc1ccc(Br)cc1)C(=O)NS(=O)(=O)c1ccc(Cl)c([N+](=O)[O-])c1)[C@@H]1C[C@H](Oc2ccc(-c3ccccc3)cc2)CN1,Ki,,,,,Potential missing data,,,,,,,FALSE,CHEMBL3871748,Inhibition of 5-FAM-QEDIIRNIARHLAQVGDSMDRSIPPG binding to Mcl-1 (unknown origin) preincubated for 30 mins followed by FAM-labeled peptide addition measured after 20 mins by fluorescence polarization assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL3871281,1,Scientific Literature,Bioorg Med Chem,2017,None,
CHEMBL3785385,,0,610.2,1,4.76,17,Cc1cc(OCCCc2c(C(=O)NS(=O)(=O)CCNS(=O)(=O)C3CCCCC3)[nH]c3ccccc23)cc(C)c1Cl,Ki,'=',251,nM,6.6,,,UO_0000065,10.82,0.23,1.84,4.91,FALSE,CHEMBL3789421,Displacement of FITC-Bak-BH3 peptide probe from N-terminal His-tagged human Mcl-1 (172 to 327 residues) expressed in Escherichia coli BL21(DE3) after 1.5 hrs by FPA based competition assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL3785006,1,Scientific Literature,J. Med. Chem.,2016,None,
CHEMBL3786637,,0,574.14,2,5.21,14,Cc1cc(OCCCc2c(C(=O)NS(=O)(=O)CCNC(=O)C3CCCCC3)[nH]c3ccccc23)cc(C)c1Cl,Ki,'=',118,nM,6.93,,,UO_0000065,12.07,0.24,1.72,5.9,FALSE,CHEMBL3789421,Displacement of FITC-Bak-BH3 peptide probe from N-terminal His-tagged human Mcl-1 (172 to 327 residues) expressed in Escherichia coli BL21(DE3) after 1.5 hrs by FPA based competition assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL3785006,1,Scientific Literature,J. Med. Chem.,2016,None,
CHEMBL3785892,,0,456.95,0,4.68,10,CS(=O)(=O)NC(=O)c1[nH]c2cc(Cl)ccc2c1CCCOc1cccc2ccccc12,Ki,'=',231,nM,6.64,,,UO_0000065,14.52,0.29,1.96,7.52,FALSE,CHEMBL3789421,Displacement of FITC-Bak-BH3 peptide probe from N-terminal His-tagged human Mcl-1 (172 to 327 residues) expressed in Escherichia coli BL21(DE3) after 1.5 hrs by FPA based competition assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL3785006,1,Scientific Literature,J. Med. Chem.,2016,None,
CHEMBL3786297,,0,201.22,0,2.23,6,O=C(O)c1cccn1Cc1ccccc1,Activity,,,,,,Active,,,,,,FALSE,CHEMBL3789420,Binding affinity to N-terminal His-tagged human Mcl-1 (172 to 327 residues) expressed in Escherichia coli BL21(DE3) in presence of 6-chloro-3-(3-(4-chloro-3,,,,,,,,,,,,,,,,,,,,,,
CHEMBL4064491,,0,663.6,2,7.93,19,Cc1cc(OCCCc2c3n(c4c(-c5c(C)nn(C)c5C)c(Cl)ccc24)CCCN(Cc2ccc(C(=O)O)o2)C3=O)cc(C)c1Cl,Ki,'=',2.9,nM,8.54,,,UO_0000065,12.87,0.25,0.61,8.31,TRUE,CHEMBL4023195,Inhibition of FITC-Bak-BH3/FITC-Bim-BH3 binding to MCL1 (172 to 327 residues) (unknown origin) expressed in Escherichia coli BL21 CodonPlus (DE3) RIL after 1.5 hrs by fluorescence polarization assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4020825,1,Scientific Literature,J Med Chem,2018,None,
CHEMBL4091647,,0,712.68,2,8.83,33,Cc1cc(OCCCc2c3n(c4c(-c5c(C)nn(C)c5C)c(Cl)ccc24)CCCN(c2ccc(C(=O)O)c4ccn(C)c24)C3=O)cc(C)c1Cl,Ki,'=',2.4,nM,8.62,,,UO_0000065,12.09,0.24,-0.21,9.12,FALSE,CHEMBL4023195,Inhibition of FITC-Bak-BH3/FITC-Bim-BH3 binding to MCL1 (172 to 327 residues) (unknown origin) expressed in Escherichia coli BL21 CodonPlus (DE3) RIL after 1.5 hrs by fluorescence polarization assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4020825,1,Scientific Literature,J Med Chem,2018,None,
CHEMBL4073496,,0,712.68,2,8.83,29,Cc1cc(OCCCc2c3n(c4c(-c5c(C)nn(C)c5C)c(Cl)ccc24)CCCN(c2cc(C(=O)O)c4ccn(C)c4c2)C3=O)cc(C)c1Cl,Ki,'=',2.8,nM,8.55,,,UO_0000065,12,0.23,-0.28,9.05,FALSE,CHEMBL4023199,Inhibition of FITC-Bak-BH3 binding to MBP-fused MCL1 (172 to 327 residues) (unknown origin) expressed in Escherichia coli BL21 CodonPlus (DE3) RIL after 3 hrs in presence of 1% FBS by TR-FRET assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4020825,1,Scientific Literature,J Med Chem,2018,None,
CHEMBL3785312,,0,497.02,1,5.57,49,Cc1cc(OCCCc2c(C(=O)NS(=O)(=O)c3ccccc3)[nH]c3ccccc23)cc(C)c1Cl,Ki,'=',361,nM,6.44,,,UO_0000065,12.96,0.26,0.87,7.3,FALSE,CHEMBL3789421,Displacement of FITC-Bak-BH3 peptide probe from N-terminal His-tagged human Mcl-1 (172 to 327 residues) expressed in Escherichia coli BL21(DE3) after 1.5 hrs by FPA based competition assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL3785006,1,Scientific Literature,J. Med. Chem.,2016,None,
CHEMBL4437866,,0,623.07,2,6.62,45,Cc1cc(C(=O)N[C@H](Cc2ccc(-c3ccccc3)cc2)C(=O)O)sc1S(=O)(=O)Nc1cc(C(F)(F)F)ccc1Cl,IC50,'=',2800,nM,5.55,,,UO_0000065,8.91,0.18,-1.07,4.93,FALSE,CHEMBL4390349,Inhibition of FITSI-labelled BID binding to human MCl-1 (171 to 327 residues) expressed in Escherichia coli BL21 (DE3) by fluorescence polarization assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4387763,1,Scientific Literature,Bioorg Med Chem Lett,2019,None,
